atleta_id,apelido,posicao_id,clube_id,pontuacao,entrou_em_campo,DS,FC,FS,SG,FD,FF,I,FT,G,V,A,DE,GS,CA,PP,PS,CV,DP,GC,PC,clube_nome
118309,Hiroki Ito,3,2369,2.1,True,2.0,3.0,,,,,,,,,,,,,,,,,,,Japão
118310,Sugawara,2,2369,0.8,True,,3.0,1.0,,1.0,,,,,,,,,,,,,,,,Japão
118314,Taniguchi,3,2369,0.2,True,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,Japão
118320,Ferguson,4,2327,3.4,True,1.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,Escócia
118384,De Vries,2,2340,1.5,True,1.0,,,,,,,,,,,,,,,,,,,,Nova Zelândia
118741,Bobb,5,2323,2.9,True,,1.0,2.0,,1.0,,,,,,,,,,,1.0,,,,,Noruega
118743,Turner,1,2365,-3.0,True,,,,,,,,,,,,,3.0,,,,,,,,Estados Unidos
118786,Undav,5,2384,0.8,True,,,,,,1.0,,,,,,,,,,,,,,,Alemanha
118821,Spence,2,2370,4.7,True,,1.0,,1.0,,,,,,,,,,,,,,,,,Inglaterra
118834,Samú Costa,4,2390,1.5,True,1.0,,,,,,,,,,,,,,,,,,,,Portugal
120404,Chaïbi,4,2338,6.2,True,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,Argélia
120469,Larsen,5,2323,-1.6,True,,,1.0,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,Noruega
120496,Baturina,4,2379,2.2,True,,1.0,5.0,,,,,,,,,,,,,,,,,,Croácia
120526,Katic,3,2865,0.8,True,,,,,,1.0,,,,,,,,,,,,,,,Bósnia
120582,Pierrot,5,2334,0.0,True,,,,,,,,,,,,,,,,,,,,,Haiti
120599,Madueke,5,2370,2.7,True,1.0,,,,1.0,,,,,,,,,,,,,,,,Inglaterra
120600,Saibari,4,2332,12.4,True,1.0,1.0,1.0,,1.0,2.0,1.0,,1.0,,,,,,,,,,,,Marrocos
120618,Semenyo,5,2375,0.6,True,,,,,,1.0,2.0,,,,,,,,,,,,,,Gana
120619,Fatawu,5,2375,4.1,True,1.0,,2.0,,,2.0,,,,,,,,,,,,,,,Gana
120621,Owusu,4,2375,0.9,True,1.0,2.0,,,,,,,,,,,,,,,,,,,Gana
120630,Ben Slimane,4,2337,1.2,True,,,,,1.0,,,,,,,,,,,,,,,,Tunísia
120633,Ben Ouanes,4,2337,0.5,True,,,1.0,,,,,,,,,,,,,,,,,,Tunísia
120634,Abdi,2,2337,3.8,True,2.0,,,,,1.0,,,,,,,,,,,,,,,Tunísia
120638,Talbi,3,2337,3.0,True,2.0,,,,,,,,,,,,,,,,,,,,Tunísia
120639,Dahmen,1,2337,2.2,True,,,,,,,,,,,,4.0,3.0,,,,,,,,Tunísia
120644,Barcola,5,2385,4.7,True,,1.0,,,,,,,,,1.0,,,,,,,,,,França
120653,Schmid,4,2391,0.5,True,,1.0,,,,1.0,,,,,,,,,,,,,,,Áustria
120700,Santi Giménez,5,2360,1.7,True,,,1.0,,1.0,,,,,,,,,,,,,,,,México
120706,Cornelius,3,2361,3.7,True,1.0,2.0,1.0,,,3.0,1.0,,,,,,,,,,,,,,Canadá
120708,Millar,4,2361,1.5,True,1.0,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,Canadá
120710,Buchanan,4,2361,4.5,True,2.0,,3.0,,,,,,,,,,,,,,,,,,Canadá
120717,Eustáquio,4,2361,1.5,True,1.0,,,,,,,,,,,,,,,,,,,,Canadá
120718,Johnston,2,2361,4.9,True,2.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,Canadá
120776,Hien,3,2368,-0.8,True,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,Suécia
120978,Riad,3,2332,8.0,True,2.0,,,,,,,,,,1.0,,,,,,,,,,Marrocos
121080,Jackson,5,2347,3.9,True,1.0,,,,2.0,,,,,,,,,,,,,,,,Senegal
121376,El Khannouss,4,2332,5.3,True,1.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,,Marrocos
121406,Tambakti,3,2344,8.0,True,2.0,,,1.0,,,,,,,,,,,,,,,,,Arábia Saudita
121413,Kevin Rodríguez,5,2372,5.2,True,,2.0,,,,1.0,,,,,1.0,,,,,,,,,,Equador
121423,Kanaani,3,2336,-1.3,True,,1.0,,,,,,,,,,,,1.0,,,,,,,Irã
121427,Khalilzadeh,3,2336,0.9,True,1.0,1.0,,,,1.0,1.0,,,,,,,1.0,,,,,,,Irã
121452,Abulaila,1,3231,-1.7,True,,,,,,,,,,,,1.0,3.0,,,,,,,,Jordânia
121457,Haddad,2,3231,4.7,True,,1.0,,,,,,,,,1.0,,,,,,,,,,Jordânia
121458,Obaid,3,3231,0.0,True,,,,,,,,,,,,,,,,,,,,,Jordânia
121460,Al-Arab,3,3231,2.6,True,3.0,3.0,,,,,,,,,,,,1.0,,,,,,,Jordânia
121461,Nasib,3,3231,3.0,True,2.0,,,,,,,,,,,,,,,,,,,,Jordânia
121464,Al-Rawabdeh,4,3231,1.5,True,1.0,,,,,,,,,,,,,,,,,,,,Jordânia
121468,Al-Rashdan,4,3231,5.5,True,4.0,,1.0,,,,,,,,,,,,,,,,,1.0,Jordânia
121469,Al-Mardi,5,3231,-0.1,True,,2.0,1.0,,,,,,,,,,,,,,,,,,Jordânia
121470,Al-Tamari,5,3231,9.3,True,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,Jordânia
121473,Abu Zraiq,5,3231,-1.3,True,,1.0,,,,,,,,,,,,1.0,,,,,,,Jordânia
121474,Olwan,5,3231,0.7,True,,1.0,2.0,,,,,,,,,,,,,,,,,,Jordânia
121758,Gannon-Doak,4,2327,-0.3,True,,1.0,,,,,,,,,,,,,,,,,,,Escócia
122401,Doué,4,2385,16.9,True,4.0,,1.0,,2.0,,,,1.0,,,,,,,,,,,,França
122402,Doué,2,2350,7.5,True,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,Costa do Marfim
122486,Rayan,5,2318,13.2,True,4.0,1.0,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,Brasil
122613,Attia,4,2324,0.5,True,,,1.0,,,,,,,,,,,,,,,,,,Egito
122689,Vargas,4,2360,1.2,True,1.0,1.0,,,,,,,,,,,,,,,,,,,México
123096,Schjelderup,5,2323,9.4,True,3.0,2.0,1.0,,,,,,,,1.0,,,,,,,,,,Noruega
123097,João Neves,4,2390,0.0,True,,,,,,,,,,,,,,,,,,,,,Portugal
123314,Ayari,4,2368,3.0,True,1.0,,3.0,,,,,,,,,,,,,,,,,,Suécia
123317,Hadjam,2,2338,1.5,True,1.0,,,,,,,,,,,,,,,,,,,,Argélia
123599,Ousmane Diomandé,3,2350,5.0,True,,,,1.0,,,,,,,,,,,,,,,,,Costa do Marfim
123862,Selvik,1,2323,5.5,True,2.0,,,,,,,,,,,5.0,4.0,,,,,,,,Noruega
123904,Verbruggen,1,2381,2.9,True,,,,,,,,,,,,3.0,1.0,,,,,,,,Holanda
123965,Güler,4,2328,11.0,True,2.0,3.0,2.0,,,,1.0,,1.0,,,,,,,,,,,,Turquia
123966,Elmali,2,2328,2.0,True,1.0,,1.0,,,,,,,,,,,,,,,,,,Turquia
123967,Bardakci,3,2328,5.8,True,3.0,,1.0,,,1.0,,,,,,,,,,,,,,,Turquia
123972,Thomas Christiansen,6,3062,2.76,True,,,,,,,,,,,,,,,,,,,,,Panamá
123994,Kuwas,5,3221,0.0,True,,,,,,,,,,,,,,,,,,,,,Curaçao
123995,Floranus,2,3221,7.9,True,5.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,Curaçao
123997,Antonisse,5,3221,1.5,True,1.0,,,,,,,,,,,,,,,,,,,,Curaçao
123999,Gaari,3,3221,0.2,True,,2.0,,,,1.0,,,,,,,,,,,,,,,Curaçao
124103,Shankland,5,2327,1.0,True,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,Escócia
124394,Yahia Fofana,1,2350,9.4,True,,,1.0,1.0,,,,,,,,3.0,,,,,,,,,Costa do Marfim
124602,Lamine Yamal,5,2326,1.9,True,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,Espanha
124633,Tahirovic,4,2865,5.0,True,3.0,,1.0,,,,,,,,,,,,,,,,,,Bósnia
124634,Volpato,4,2333,0.9,True,,1.0,,,1.0,,,,,,,,,,,,,,,,Austrália
124806,O'Reilly,2,2370,10.4,True,4.0,2.0,,1.0,,,,,,,,,,,,,,,,,Inglaterra
124884,Reijnders,4,2381,10.9,True,,,1.0,,2.0,,,1.0,,,1.0,,,,,,,,,,Holanda
124915,Bos,2,2333,12.4,True,2.0,1.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,Austrália
124961,Castaño,4,2373,0.0,True,,,,,,,,,,,,,,,,,,,,,Colômbia
124971,Circati,3,2333,9.7,True,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,Austrália
126310,Trusty,3,2365,10.9,True,1.0,2.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,Estados Unidos
126356,Boushal,2,2344,5.5,True,,,1.0,1.0,,,,,,,,,,,,,,,,,Arábia Saudita
126359,Lajami,3,2344,8.5,True,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,Arábia Saudita
126445,Shaffelburg,4,2361,1.5,True,1.0,,,,,,,,,,,,,,,,,,,,Canadá
126464,Mandash,5,2344,12.7,True,8.0,1.0,2.0,,,,,,,,,,,,,,,,,,Arábia Saudita
126571,Puerta,4,2373,2.7,True,1.0,2.0,,,1.0,2.0,,,,,,,,1.0,,,,,,,Colômbia
126677,El Aynaoui,4,2332,5.7,True,2.0,,3.0,,1.0,,,,,,,,,,,,,,,,Marrocos
126678,Khusanov,3,3061,-2.6,True,,2.0,,,,,,,,,,,,1.0,,,,,,1.0,Uzbequistão
126739,Lacroix,3,2385,4.1,True,3.0,1.0,,,,,1.0,,,,,,,,,,,,,,França
126834,De Fougerolles,3,2361,5.8,True,3.0,3.0,2.0,,1.0,,,,,,,,,,,,,,,,Canadá
126863,Cubarsí,3,2326,5.2,True,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,Espanha
126865,Pavlovic,4,2384,1.2,True,1.0,1.0,2.0,,,,,,,,,,,1.0,,,,,,,Alemanha
126868,Al-Harbi,2,2344,5.0,True,,,,1.0,,,,,,,,,,,,,,,,,Arábia Saudita
127003,Miles Robinson,3,2365,-0.6,True,,2.0,,,,,,,,,,,,,,,,,,,Estados Unidos
127026,Nuamah,5,2375,8.0,True,2.0,,,,,,,,,,1.0,,,,,,,,,,Gana
127133,Oh Hyeon-Gyu,5,2374,1.2,True,,,,,1.0,,,,,,,,,,,,,,,,Coreia do Sul
127138,Lagerbielke,3,2368,6.6,True,3.0,,1.0,,,2.0,,,,,,,,,,,,,,,Suécia
127270,Achouri,5,2337,2.3,True,1.0,,,,,1.0,,,,,,,,,,,,,,,Tunísia
127282,Pepi,5,2365,2.1,True,1.0,1.0,2.0,,,,1.0,,,,,,,,,,,,,,Estados Unidos
127284,Sambo,2,3221,0.0,True,,,,,,,,,,,,,,,,,,,,,Curaçao
127435,Freeman,2,2365,1.5,True,1.0,,,,,,,,,,,,,,,,,,,,Estados Unidos
127470,Diao,5,2347,3.0,True,2.0,,,,,,,,,,,,,,,,,,,,Senegal
127500,Nemati,3,2336,-0.1,True,1.0,2.0,,,,,,,,,,,,1.0,,,,,,,Irã
127819,Sadiki,4,3184,7.7,True,5.0,1.0,3.0,,,,,,,,,,,1.0,,,,,,,RD Congo
128072,Basic,4,2865,8.9,True,,,3.0,,,3.0,,,,,1.0,,,,,,,,,,Bósnia
128141,Yildiz,5,2328,5.3,True,2.0,1.0,2.0,,,2.0,,,,,,,,,,,,,,,Turquia
128152,Yeboah,4,2372,1.5,True,1.0,,,,,,,,,,,,,,,,,,,,Equador
128201,Nakamura,5,2369,1.2,True,,,,,1.0,,,,,,,,,,,,,,,,Japão
128206,Diakité,5,2350,0.0,True,,,,,,,,,,,,,,,,,,,,,Costa do Marfim
128335,Iskanderov,4,3061,0.0,True,,,,,,,,,,,,,,,,,,,,,Uzbequistão
128337,Urunov,4,3061,1.5,True,1.0,,,,,,,,,,,,,,,,,,,,Uzbequistão
128570,Casimir,5,2334,-0.6,True,,2.0,2.0,,,,,,,,,,,1.0,,,,,,,Haiti
128580,Opéri,2,2350,7.4,True,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,Costa do Marfim
128752,Camara,4,2347,7.5,True,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,Senegal
128929,Moghanlou,5,2336,0.0,True,,,,,,,,,,,,,,,,,,,,,Irã
128940,Ghorbani,4,2336,4.6,True,2.0,2.0,2.0,,1.0,,,,,,,,,,,,,,,,Irã
129348,Ghedjemis,5,2338,0.0,True,,,,,,,,,,,,,,,,,,,,,Argélia
129458,Rogers,4,2370,2.8,True,2.0,2.0,1.0,,,,1.0,,,,,,,,,,,,,,Inglaterra
129651,Watanabe,3,2369,0.0,True,,,,,,,,,,,,,,,,,,,,,Japão
129759,Park Jin-Seob,4,2374,1.7,True,,,1.0,,1.0,,,,,,,,,,,,,,,,Coreia do Sul
129855,Deroy Duarte,4,3201,5.8,True,3.0,,1.0,,,1.0,,,,,,,,,,,,,,,Cabo Verde
129857,Laros Duarte,4,3201,1.2,True,,,,,1.0,,,,,,,,,,,,,,,,Cabo Verde
129859,Jamiro Monteiro,4,3201,2.1,True,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,Cabo Verde
129957,Ali Jasim,4,2342,1.7,True,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,Iraque
129958,Bayesh,4,2342,5.4,True,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,Iraque
129962,Al-Hamadi,5,2342,2.5,True,1.0,,2.0,,,,,,,,,,,,,,,,,,Iraque
129964,Al-Ammari,4,2342,0.2,True,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,Iraque
129966,Doski,2,2342,6.9,True,5.0,2.0,2.0,,,,,,,,,,,1.0,,,,,,,Iraque
129968,Akam Hashem,3,2342,2.0,True,1.0,,1.0,,,,,,,,,,,,,,,,,,Iraque
129974,Putros,3,2342,3.9,True,3.0,2.0,,,,,,,,,,,,,,,,,,,Iraque
129975,Basil,1,2342,0.8,True,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,Iraque
129976,Sébastien Desabre,6,3184,6.95,True,,,,,,,,,,1.0,,,,,,,,,,,RD Congo
129987,Mpasi,1,3184,0.3,True,,,,,,,,,,,,1.0,1.0,,,,,,,,RD Congo
129988,Mayele,5,3184,10.8,True,,,1.0,,,3.0,1.0,,1.0,,,,,,,,,,,,RD Congo
130109,Lashin,4,2324,1.3,True,,1.0,2.0,,,2.0,,,,,,,,1.0,,,,,,,Egito
130113,Abu Taha,2,3231,3.2,True,3.0,1.0,,,,,,,,,,,,1.0,,,,,,,Jordânia
130459,Sithole,4,2358,3.2,True,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,África do Sul
130460,Appollis,4,2358,3.9,True,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,África do Sul
130461,Adams,4,2358,0.0,True,,,,,,,,,,,,,,,,,,,,,África do Sul
130462,Maseko,5,2358,11.6,True,,,4.0,,,2.0,,,1.0,,,,,,,,,,,,África do Sul
130531,Emerse Faé,6,2350,9.08,True,,,,,,,,,,1.0,,,,,,,,,,,Costa do Marfim
130690,El Mourabet,4,2332,1.5,True,1.0,,,,,,,,,,,,,,,,,,,,Marrocos
130873,Khamrobekov,4,3061,0.0,True,,,,,,,,,,,,,,,,,,,,,Uzbequistão
131280,Arce,5,2354,0.0,True,,,,,,,,,,,,,,,,,,,,,Paraguai
131501,Rahimi,5,2332,14.2,True,,2.0,2.0,,,1.0,,,1.0,,1.0,,,,,,,,,,Marrocos
131628,Choinière,4,2361,1.7,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,Canadá
131629,Saliba,4,2361,10.4,True,4.0,2.0,,,,,,,,,1.0,,,,,,,,,,Canadá
131642,Doudera,2,2352,5.2,True,1.0,,1.0,,,4.0,,,,,,,,,,,,,,,República Tcheca
132480,Bajraktarevic,4,2865,2.5,True,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,Bósnia
132652,Berhalter,4,2365,14.6,True,1.0,3.0,4.0,,,,,,1.0,,1.0,,,1.0,,,,,,,Estados Unidos
132653,Ahmed,4,2361,2.2,True,,,2.0,,1.0,,,,,,,,,,,,,,,,Canadá
132762,Guillermo Martínez,5,2360,1.1,True,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,México
132767,Israel Reyes,2,2360,8.8,True,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,México
132768,Tala Rangel,1,2360,6.3,True,,,,1.0,,,,,,,,1.0,,,,,,,,,México
133035,Petar Sucic,4,2379,11.5,True,1.0,,4.0,,,,,,1.0,,,,,,,,,,,,Croácia
133036,Matanovic,5,2379,2.4,True,1.0,,2.0,,,,1.0,,,,,,,,,,,,,,Croácia
133040,Marco Pasalic,5,2379,0.0,True,,,,,,,,,,,,,,,,,,,,,Croácia
133063,McKenzie,3,2365,0.2,True,,1.0,1.0,,,,,,,,,,,,,,,,,,Estados Unidos
133146,De Cuyper,2,2392,4.7,True,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,Bélgica
133210,Uzun,4,2328,0.0,True,,,,,,,,,,,,,,,,,,,,,Turquia
133211,Aydin,5,2328,11.5,True,7.0,,2.0,,,,,,,,,,,,,,,,,,Turquia
133259,Sergej Barbarez,6,2865,5.99,True,,,,,,,,,,1.0,,,,,,,,,,,Bósnia
133318,Hranác,3,2352,-0.6,True,,2.0,,,,,,,,,,,,,,,,,,,República Tcheca
133319,Sulc,4,2352,-0.1,True,,,,,,,1.0,,,,,,,,,,,,,,República Tcheca
133320,Cerv,4,2352,4.4,True,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,República Tcheca
133451,Oluwaseyi,5,2361,3.0,True,2.0,,,,,,,,,,,,,,,,,,,,Canadá
133546,Córdoba,3,3062,1.5,True,1.0,,,,,,,,,,,,,,,,,,,,Panamá
133986,Darren Bazeley,6,2340,2.18,True,,,,,,,,,,,,,,,,,,,,,Nova Zelândia
133987,Surman,3,2340,-0.3,True,,1.0,,,,,,,,,,,,,,,,,,,Nova Zelândia
133988,Randall,5,2340,1.3,True,,,1.0,,,1.0,,,,,,,,,,,,,,,Nova Zelândia
133990,Bindon,3,2340,0.5,True,,1.0,,,,1.0,,,,,,,,,,,,,,,Nova Zelândia
134316,Fayzullaev,4,3061,4.6,True,3.0,4.0,1.0,,,1.0,,,,,,,,,,,,,,,Uzbequistão
134318,Nematov,1,3061,-1.7,True,,,,,,,,,,,,1.0,3.0,,,,,,,,Uzbequistão
134353,Saber,4,2324,8.5,True,,2.0,1.0,,,2.0,,,1.0,,,,,1.0,,,,,,,Egito
134499,Maknzi,2,2342,1.5,True,1.0,,,,,,,,,,,,,,,,,,,,Iraque
134547,Bergvall,4,2368,0.4,True,,2.0,2.0,,,,,,,,,,,,,,,,,,Suécia
134625,Irankunda,5,2333,1.0,True,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,Austrália
137282,Livramento,5,3201,0.0,True,,,,,,,,,,,,,,,,,,,,,Cabo Verde
138236,Mukau,4,3184,2.3,True,1.0,,,,,1.0,,,,,,,,,,,,,,,RD Congo
138239,Fernández-Pardo,5,2392,2.3,True,1.0,,,,,1.0,,,,,,,,,,,,,,,Bélgica
138531,Mbaye,5,2347,0.0,True,,,,,,,,,,,,,,,,,,,,,Senegal
138567,Malic,2,2865,0.2,True,,1.0,1.0,,,,,,,,,,,,,,,,,,Bósnia
138786,Manaf Younis,3,2342,1.5,True,1.0,,,,,,,,,,,,,,,,,,,,Iraque
138903,Salah-Eddine,2,2332,4.7,True,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,Marrocos
139016,Shukurov,4,3061,0.2,True,,1.0,1.0,,,,,,,,,,,,,,,,,,Uzbequistão
139653,Abu Al-Shamat,2,2344,7.7,True,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,Arábia Saudita
140176,Langaas,3,2323,0.0,True,,,,,,,,,,,,,,,,,,,,,Noruega
140193,Sunjic,4,2865,0.9,True,,1.0,,,1.0,,,,,,,,,,,,,,,,Bósnia
140386,Al-Ganehi,5,3238,0.5,True,,1.0,,,,1.0,,,,,,,,,,,,,,,Catar
140562,Miroslav Koubek,6,2352,2.65,True,,,,,,,,,,,,,,,,,,,,,República Tcheca
140568,Sojka,4,2352,0.0,True,,,,,,,,,,,,,,,,,,,,,República Tcheca
141486,Gilberto Mora,4,2360,0.5,True,,,1.0,,,,,,,,,,,,,,,,,,México
141669,Raskin,4,2392,5.0,True,,,,,,,,,,,1.0,,,,,,,,,,Bélgica
141738,Fabio Cannavaro,6,3061,3.35,True,,,,,,,,,,,,,,,,,,,,,Uzbequistão
141759,Curtis,4,2327,0.0,True,,,,,,,,,,,,,,,,,,,,,Escócia
141851,Alajbegovic,4,2865,9.3,True,,2.0,4.0,,,,1.0,,1.0,,,,,,,,,,,,Bósnia
141967,Tomás Rodríguez,5,3062,0.3,True,,3.0,,,1.0,,,,,,,,,,,,,,,,Panamá
142068,Svensson,2,2368,0.8,True,,,,,,1.0,,,,,,,,,,,,,,,Suécia
142479,Hardani,2,2336,3.5,True,2.0,,1.0,,,,,,,,,,,,,,,,,,Irã
142781,Maidana,2,2354,6.5,True,1.0,,,1.0,,,,,,,,,,,,,,,,,Paraguai
142800,Londoño,5,3062,-0.3,True,,1.0,,,,,,,,,,,,,,,,,,,Panamá
142803,Gutiérrez,2,3062,2.2,True,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,Panamá
142978,Gill,1,2354,11.5,True,,,,1.0,,,,,,,,5.0,,,,,,,,,Paraguai
143294,Yan Diomandé,5,2350,8.5,True,2.0,,1.0,,,,,,,,1.0,,,,,,,,,,Costa do Marfim
144042,Rayners,5,2358,0.0,True,,,,,,,,,,,,,,,,,,,,,África do Sul
144236,Tony Popovic,6,2333,6.55,True,,,,,,,,,,,,,,,,,,,,,Austrália
144483,Aasgaard,4,2323,17.0,True,5.0,,3.0,,,,,,1.0,,,,,,,,,,,,Noruega
145608,Jaquez,3,2320,2.6,True,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,Suíça
145887,Maza,4,2338,3.3,True,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,Argélia
145894,Bonny,5,2350,2.0,True,1.0,,1.0,,,,,,,,,,,,,,,,,,Costa do Marfim
146064,Promise David,5,2361,10.4,True,,,,,2.0,,,,1.0,,,,,,,,,,,,Canadá
146228,Zico,5,2324,0.7,True,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,Egito
146388,Amir Ghalenoei,6,2336,3.57,True,,,,,,,,,,,,,,,,,,,,,Irã
146390,Mohebi,5,2336,-0.3,True,,1.0,,,,,,,,,,,,,,,,,,,Irã
146414,Mateo Chávez,2,2360,14.7,True,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,México
146455,Hadj Mahmoud,4,2337,0.9,True,1.0,2.0,,,,,,,,,,,,,,,,,,,Tunísia
146458,Mastouri,5,2337,13.4,True,2.0,2.0,2.0,,1.0,1.0,,,1.0,,,,,,,,,,,,Tunísia
146459,Chaouat,5,2337,-0.4,True,,1.0,,,,,1.0,,,,,,,,,,,,,,Tunísia
146579,Castrop,4,2374,0.6,True,1.0,3.0,,,,,,,,,,,,,,,,,,,Coreia do Sul
146583,Lee Tae-Seok,2,2374,2.4,True,2.0,2.0,,,,,,,,,,,,,,,,,,,Coreia do Sul
146584,Lee Han-Beom,3,2374,2.7,True,2.0,1.0,,,,,,,,,,,,,,,,,,,Coreia do Sul
146851,Pape Thiaw,6,2347,12.83,True,,,,,,,,,,1.0,,,,,,,,,,,Senegal
146870,Tounekti,5,2337,0.0,True,,,,,,,,,,,,,,,,,,,,,Tunísia
149616,Stroud,2,2368,-0.9,True,,3.0,,,,,,,,,,,,,,,,,,,Suécia
149722,Visinsky,4,2352,2.1,True,,,1.0,,,2.0,,,,,,,,,,,,,,,República Tcheca
149795,Memic,4,2865,2.0,True,1.0,,1.0,,,,,,,,,,,,,,,,,,Bósnia
149804,Falchener,3,2323,0.0,True,,,,,,,,,,,,,,,,,,,,,Noruega
149805,Manzambi,4,2320,13.1,True,,1.0,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,,Suíça
149838,Cipenga,5,3184,1.6,True,,,,,,2.0,,,,,,,,,,,,,,,RD Congo
149843,Yakob,4,2342,-0.3,True,,1.0,,,,,,,,,,,,,,,,,,,Iraque
149845,Ali Yousif,5,2342,-0.3,True,,1.0,,,,,,,,,,,,,,,,,,,Iraque
149871,Adjetey,3,2375,0.0,True,,,,,,,,,,,,,,,,,,,,,Gana
149873,Peprah Oppong,3,2375,-1.3,True,,1.0,,,,,,,,,,,,1.0,,,,,,,Gana
149874,Asare,1,2375,0.6,True,,,,,,,,,,,,2.0,2.0,,,,,,,,Gana
149875,Yirenkyi,2,2375,-0.3,True,,1.0,,,,,,,,,,,,,,,,,,,Gana
150853,Sébastien Migné,6,2334,4.28,True,,,,,,,,,,,,,,,,,,,,,Haiti
150854,Expérience,2,2334,5.9,True,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,Haiti
150856,Deedson,5,2334,-0.3,True,,1.0,,,,,,,,,,,,,,,,,,,Haiti
150866,Comenencia,4,3221,4.2,True,3.0,1.0,,,,,,,,,,,,,,,,,,,Curaçao
150875,Jamal Sellami,6,3231,2.97,True,,,,,,,,,,,,,,,,,,,,,Jordânia
150876,Noslin,2,3221,2.2,True,,,2.0,,1.0,,,,,,,,,,,,,,,,Curaçao
150879,Kastaneer,5,3221,-0.2,True,,,,,,1.0,,,,,,,,1.0,,,,,,,Curaçao
150885,Mohamed Ouahbi,6,2332,9.03,True,,,,,,,,,,1.0,,,,,,,,,,,Marrocos
150886,Mahmic,4,2865,10.5,True,2.0,,1.0,,,,,,1.0,,,,,1.0,,,,,,,Bósnia
150890,Zetterström,1,2368,1.6,True,,,,,,,,,,,,2.0,1.0,,,,,,,,Suécia
150891,Bernhardsson,5,2368,4.1,True,2.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,Suécia
150899,Gueye Laye,3,3238,1.0,True,,,2.0,,,,,,,,,,,,,,,,,,Catar
150901,Manai,4,3238,-0.6,True,,2.0,,,,,,,,,,,,,,,,,,,Catar
150909,Inao Oulaï,4,2350,6.7,True,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,Costa do Marfim
150910,Touré,5,2350,0.0,True,,,,,,,,,,,,,,,,,,,,,Costa do Marfim
150912,Simon,4,2334,0.5,True,,,1.0,,,,,,,,,,,,,,,,,,Haiti
150920,Lee Gi-Hyuk,3,2374,2.7,True,2.0,1.0,,,,,,,,,,,,,,,,,,,Coreia do Sul
150925,Hélio Varela,5,3201,0.2,True,,1.0,1.0,,,,,,,,,,,,,,,,,,Cabo Verde
150926,Wagner Pina,2,3201,6.7,True,1.0,1.0,3.0,1.0,,,,,,,,,,1.0,,,,,,,Cabo Verde
150929,Fonville,3,3221,4.2,True,3.0,1.0,,,,,,,,,,,,,,,,,,,Curaçao
150942,Abdelkarim,5,2324,-0.3,True,,1.0,,,,,,,,,,,,,,,,,,,Egito
150950,Qasem,4,2342,0.0,True,,,,,,,,,,,,,,,,,,,,,Iraque
150963,Mozgovoy,4,3061,7.5,True,1.0,,2.0,,,,,,,,1.0,,,,,,,,,,Uzbequistão
150964,Alizhonov,2,3061,5.7,True,4.0,1.0,,,,,,,,,,,,,,,,,,,Uzbequistão
150965,Sergeev,5,3061,0.0,True,,,,,,,,,,,,,,,,,,,,,Uzbequistão
