atletas.apelido,atletas.apelido_abreviado,atletas.atleta_id,atletas.clube.id.full.name,atletas.clube_id,atletas.craque,atletas.entrou_em_campo,atletas.foto,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.pontos_num,atletas.posicao_id,atletas.preco_num,atletas.rodada_id,atletas.slug,atletas.status_id,atletas.variacao_num,A,CA,CV,DE,DS,FC,FD,FF,FS,FT,G,GC,GS,I,PC,PP,PS,SG,V
Vozinha,Vozinha,113497,Cabo Verde,3201,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/28/photo_FORMATO_pEG3Jmy.png,2,6.95,Josimar José Évora Dias,-2.0,1,5.88,2,vozinha,7,-2.04,,,,8.0,,,,,1.0,,,,2.0,,,,,1.0,
Márcio Rosa,M. Rosa,113498,Cabo Verde,3201,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/15/photo_FORMATO_nSuUTj2.png,0,0.0,Márcio Salomão Brazão da Rosa,0.0,1,2.0,2,marcio-rosa,6,0.0,,,,,,,,,,,,,,,,,,,
Stopira,Stopira,113499,Cabo Verde,3201,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/28/photo_FORMATO_5EWW4mW.png,0,0.0,Ianique dos Santos Tavares,0.0,3,2.0,2,stopira,6,0.0,,,,,,,,,,,,,,,,,,,
Diney Borges,D. Borges,113500,Cabo Verde,3201,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/28/photo_FORMATO_dYmwDZt.png,2,4.85,Edilson Alberto Monteiro Sanches Borges,0.5,3,4.02,2,diney-borges,7,-0.78,,1.0,,,3.0,,1.0,,,,,,,,,,,1.0,
Willy Semedo,W. Semedo,113503,Cabo Verde,3201,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/28/photo_FORMATO.png,1,3.0,Willy Johnson Semedo Afonso,0.0,5,5.08,2,willy-semedo,6,0.0,,,,,2.0,,,,,,,,,,,,,,
Telmo Arcanjo,T. Arcanjo,113504,Cabo Verde,3201,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/28/photo_FORMATO_byzF1Le.png,2,1.0,Telmo Emanuel Gomes Arcanjo,2.0,4,1.88,2,telmo-arcanjo,6,0.27,,,,,1.0,,,,1.0,,,,,,,,,,
Kevin Pina,K. Pina,113509,Cabo Verde,3201,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/23/photo_FORMATO_nqk8Jd0.png,2,8.25,Kevin Lenini Gonçalves Pereira de Pina,12.2,4,6.39,2,kevin-pina,7,2.48,,,,,5.0,1.0,,1.0,1.0,,1.0,,,,,,,,
Gvardiol,Gvardiol,113535,Croácia,2379,0.8573592246,False,https://s.sde.globo.com/media/person_role/2026/05/18/photo_FORMATO_UwpJKuM.png,1,0.0,Joško Gvardiol - Josko,0.0,2,7.27,2,gvardiol,7,0.0,,,,,,,,,,,,,,,,,,,
Aktürkoglu,Aktürkoglu,113578,Turquia,2328,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_Wf9wZLq.png,2,1.85,Muhammed Kerem Aktürkoğlu,0.0,5,7.13,2,akturkoglu,6,-1.42,,,,,1.0,,1.0,,2.0,,,,,,,,,,
Patterson,Patterson,113593,Escócia,2327,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_ir69edJ.png,2,3.85,Nathan Kenneth Patterson,3.0,2,4.79,2,patterson,7,-0.07,,,,,2.0,1.0,,,,,,,,,,,,1.0,
Hendry,Hendry,113594,Escócia,2327,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_TjSNhSy.png,2,3.75,Jack William Hendry,1.5,3,4.76,2,hendry,7,-0.55,,,,,1.0,,,,2.0,,,,,,,,,1.0,
McKenna,McKenna,113596,Escócia,2327,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_RoEPicp.png,0,0.0,Scott Fraser McKenna,0.0,3,5.0,2,mckenna,6,0.0,,,,,,,,,,,,,,,,,,,
Dykes,Dykes,113598,Escócia,2327,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_UDiGG1I.png,2,0.1,Lyndon John Dykes,0.8,5,2.08,2,dykes,6,-0.13,,,,,,2.0,,1.0,,,,,,,,,,,
Barco,Barco,113691,Argentina,2357,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/30/photo_FORMATO_InSGB54.png,0,0.0,Valentín Barco,0.0,4,6.0,2,barco,7,0.0,,,,,,,,,,,,,,,,,,,
Romo,Romo,113709,México,2360,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/02/photo_FORMATO_ulsb4Fg.png,0,0.0,Luis Francisco Romo Barrón,0.0,4,4.0,2,romo,7,0.0,,,,,,,,,,,,,,,,,,,
Luis de la Fuente,L. Fuente,113735,Espanha,2326,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/13/photo_FORMATO_kScuWuu.png,2,8.27,Luis de la Fuente Castillo,10.35,6,10.51,2,luis-de-la-fuente,7,1.1,,,,,,,,,,,,,,,,,,,1.0
Guiagon,Guiagon,113959,Costa do Marfim,2350,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_6ezvaHY.png,0,0.0,Parfait Guiagon,0.0,4,5.0,2,guiagon,6,0.0,,,,,,,,,,,,,,,,,,,
Metcalfe,Metcalfe,113992,Austrália,2333,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_Fgls9xd.png,2,6.1,Connor Isaac Metcalfe,4.2,4,6.01,2,metcalfe,7,0.01,,,,,2.0,,1.0,,,,1.0,,,,,,,,
Devlin,Devlin,113996,Austrália,2333,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_uG46lKi.png,0,0.0,Cameron Peter Devlin - Cammy,0.0,4,4.0,2,devlin,6,0.0,,,,,,,,,,,,,,,,,,,
Graham Arnold,G. Arnold,113998,Iraque,2342,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/13/photo_FORMATO_y2qWdez.png,2,3.28,Graham James Arnold,2.8,6,3.8,2,graham-arnold,7,0.08,,,,,,,,,,,,,,,,,,,
Woud,Woud,114010,Nova Zelândia,2340,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/17/photo_FORMATO_CTDyr6u.png,0,0.0,Michael Cornelis Woud,0.0,1,3.0,2,woud,6,0.0,,,,,,,,,,,,,,,,,,,
Cacace,Cacace,114012,Nova Zelândia,2340,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_xid0cfC.png,2,4.45,Liberato Gianpaolo Cacace,4.2,2,4.42,2,cacace,7,0.37,,,,,4.0,1.0,1.0,,4.0,,,,,,,,,,
Pijnaker,Pijnaker,114013,Nova Zelândia,2340,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/16/photo_FORMATO_K9OKHB7.png,0,0.0,Nando Zen Pijnaker,0.0,3,3.0,2,pijnaker,6,0.0,,,,,,,,,,,,,,,,,,,
Just,Just,114014,Nova Zelândia,2340,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/17/photo_FORMATO_tYfVz6H.png,2,12.55,Elijah Henry Just,3.9,4,9.56,2,just,7,-1.01,,,,,5.0,2.0,1.0,,2.0,,2.0,,,,,,,,
Bell,Bell,114015,Nova Zelândia,2340,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_ct6ABcb.png,2,-0.45,Joe Zen Robert Bell,-0.6,4,1.8,2,bell,7,-0.52,,,,,,3.0,,,,,,,,,,,,,
Stamenic,Stamenic,114019,Nova Zelândia,2340,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_uJmLmO6.png,2,1.6,Marko Seufatu Nikola Stamenić,3.0,4,3.55,2,stamenic,7,0.25,,,,,2.0,2.0,,1.0,,,,,,,,,,,
Raum,Raum,114021,Alemanha,2384,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/25/photo_FORMATO_WsUDRSS.png,1,4.2,David Raum,0.0,2,7.11,2,raum,7,0.0,,,,,2.0,,1.0,,,,,,,,,,,,
Elliot,Elliot,114029,Nova Zelândia,2340,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_gtnOupw.png,1,1.5,Callan Rennie Elliot,0.0,2,2.13,2,elliot,6,0.0,,,,,1.0,,,,,,,,,,,,,,
Waine,Waine,114030,Nova Zelândia,2340,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/17/photo_FORMATO_OvhkmDm.png,0,0.0,Benjamin Peter Waine,0.0,5,3.0,2,waine,6,0.0,,,,,,,,,,,,,,,,,,,
Old,Old,114033,Nova Zelândia,2340,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/16/photo_FORMATO_hFlwcC2.png,2,0.25,Benjamin Craig Old,0.5,4,2.85,2,old,6,-0.38,,,,,,,,,1.0,,,,,,,,,,
Paulsen,Paulsen,114034,Nova Zelândia,2340,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/16/photo_FORMATO_DbQDr17.png,0,0.0,Alexander Noah Paulsen,0.0,1,2.0,2,paulsen,6,0.0,,,,,,,,,,,,,,,,,,,
Minda,Minda,114040,Equador,2372,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_dlkvTMJ.png,1,5.8,Alan Steve Minda García,0.0,5,5.24,2,minda,6,0.0,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,
Adel,Adel,114048,Egito,2324,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_ic50fNo.png,1,0.0,Ibrahim Adel Ali Mohamed Hassan - Aly,0.0,5,3.23,2,adel,6,0.0,,,,,,,,,,,,,,,,,,,
Ashour,Ashour,114054,Egito,2324,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_wirsWUs.png,2,8.8,Emam Ashour Metwally Abdelgany - Metwaly Abdelghany,4.3,4,8.85,2,ashour,7,-0.6,,,,,3.0,1.0,,3.0,6.0,,1.0,,,,,,,,
Doan,Doan,114064,Japão,2369,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_FhMJkqH.png,2,1.85,Ritsu Doan,4.0,4,5.72,2,doan,7,0.17,,,,,2.0,1.0,,,2.0,,,,,,,,,,
Mokoena,Mokoena,114067,África do Sul,2358,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_uURKefz.png,1,-0.3,Teboho Mokoena,0.0,4,3.13,2,mokoena,3,0.0,,1.0,,,,1.0,,,2.0,,,,,,,,,,
Tanaka,Tanaka,114077,Japão,2369,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_fYRSU0b.png,1,5.0,Ao Tanaka,5.0,4,4.97,2,tanaka,7,0.97,,,,,3.0,1.0,,1.0,,,,,,,,,,,
Makgopa,Makgopa,114078,África do Sul,2358,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/29/photo_FORMATO_8KSeWGZ.png,1,0.0,Evidence Sekotori Makgopa,0.0,5,3.23,2,makgopa,7,0.0,,,,,,,,,,,,,,,,,,,
Seko,Seko,114081,Japão,2369,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_Am2kisk.png,1,-0.3,Ayumu Seko,-0.3,4,2.32,2,seko,6,-0.68,,,,,,1.0,,,,,,,,,,,,,
Zion Suzuki,Z. Suzuki,114083,Japão,2369,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_wLc50z6.png,2,5.0,Zion Suzuki,5.5,1,6.06,2,zion-suzuki,7,0.47,,,,5.0,,,,,1.0,,,,2.0,,,,,1.0,
Yahya,Yahya,114100,Arábia Saudita,2344,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/01/photo_FORMATO_CC58eSl.png,0,0.0,Ayman Yahya Salem Ahmed - Aiman,0.0,2,4.0,2,yahya,6,0.0,,,,,,,,,,,,,,,,,,,
Al-Hamdan,Al-Hamdan,114101,Arábia Saudita,2344,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/01/photo_FORMATO_F6Adyl8.png,2,0.6,Abdullah Abdulrahman Al Hamddan - Alhamddan,1.2,5,3.71,2,al-hamdan,6,-0.33,,,,,,,1.0,,,,,,,,,,,,
Abdulhamid,Abdulhamid,114105,Arábia Saudita,2344,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/01/photo_FORMATO_eqJE4N9.png,2,4.1,Saud Abdullah Abdulhamid,1.5,2,6.31,2,abdulhamid,7,-0.85,,,,,5.0,2.0,,1.0,1.0,,,,,,,,,,
Al-Amri,Al-Amri,114107,Arábia Saudita,2344,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/16/photo_FORMATO_vSkGbwi.png,2,4.7,Abdulelah Ali Awadh Al-Amri - Abdulilah Alamri,0.0,3,5.98,2,al-amri,7,-1.31,,1.0,,,1.0,1.0,1.0,,,,1.0,,,,,,,,
Song Bum-Keun,S. Bum-Keun,114112,Coreia do Sul,2374,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_cj6mFBD.png,0,0.0,Song Bum-Keun,0.0,1,2.0,2,song-bum-keun,6,0.0,,,,,,,,,,,,,,,,,,,
Lee Dong-Gyeong,L. Dong-Gyeong,114119,Coreia do Sul,2374,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_MsqwqAx.png,0,0.0,Lee Dong-Gyeong,0.0,4,5.0,2,lee-dong-gyeong,6,0.0,,,,,,,,,,,,,,,,,,,
Kim Jin-Gyu,K. Jin-Gyu,114125,Coreia do Sul,2374,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_eHltJip.png,1,0.5,Kim Jin-Kyu,0.0,4,2.6,2,kim-jin-gyu,6,0.0,,,,,,,,,1.0,,,,,,,,,,
Al-Ghannam,Al-Ghannam,114140,Arábia Saudita,2344,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/01/photo_FORMATO_7BtJxk8.png,1,0.0,Khalid Eissa Mohammed Al Ghannam - Essa Ghanam,0.0,5,4.86,2,al-ghannam,6,-1.14,,,,,,,,,,,,,,,,,,,
Al-Buraikan,Al-Buraikan,114149,Arábia Saudita,2344,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/01/photo_FORMATO_XOctTIV.png,2,1.1,Firas Tariq Nasser Al Brikan - Feras Al-Brikan,0.2,5,5.36,2,al-buraikan,7,-0.98,,,,,1.0,1.0,,,2.0,,,,,,,,,,
Angulo,Angulo,114217,Equador,2372,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_mMm9zfW.png,2,2.2,Nilson David Angulo Ramírez,2.7,5,4.57,2,angulo,6,-0.06,,,,,2.0,1.0,1.0,,1.0,,,,,,,,,,
Senaya,Senaya,114233,Gana,2375,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_E4TBPvs.png,1,11.4,Marvin Elom Senaya,11.4,2,6.38,2,senaya,7,3.38,,,,,4.0,2.0,,,2.0,,,,,,,,,1.0,
Olise,Olise,114235,França,2385,0.927051802,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/08/photo_FORMATO_smS8Oh8.png,2,11.7,Michael Akpovie Olise,13.5,4,21.86,2,olise,7,-0.14,3.0,,,,1.0,,2.0,,3.0,1.0,,,,,,,,,
Guéhi,Guéhi,114236,Inglaterra,2370,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_wGMbR2m.png,2,4.55,Addji Keaninkin Marc-Israel Guehi,9.1,3,7.8,2,guehi,2,1.34,,,,,,2.0,1.0,,7.0,,,,,,,,,1.0,
Diarra,Diarra,114310,Senegal,2347,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/21/photo_FORMATO_urxC8yr.png,1,-0.1,Mouhamadou Habib Mbacke Diarra,0.0,4,4.81,2,diarra,6,0.0,,,,,,2.0,,,1.0,,,,,,,,,,
Gavi,Gavi,114312,Espanha,2326,0.7,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/25/photo_FORMATO_U1zntZm.png,1,2.4,Pablo Martín Páez Gavira,0.0,4,7.29,2,gavi,6,0.0,,,,,2.0,2.0,,,,,,,,,,,,,
Nico Williams,N. Williams,114321,Espanha,2326,0.8970960378,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/25/photo_FORMATO_KTuIvkQ.png,2,0.0,Nicholas Williams Arthuer,0.0,5,8.83,2,nico-williams,7,-1.67,,,,,,,,,,,,,,,,,,,
Matheus Nunes,M. Nunes,114403,Portugal,2390,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_j6Qovvj.png,0,0.0,Matheus Luiz Nunes,0.0,2,10.0,2,matheus-nunes,6,0.0,,,,,,,,,,,,,,,,,,,
Gonçalo Inácio,G. Inácio,114417,Portugal,2390,0.7146325518,False,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_nu0mxPg.png,0,0.0,Gonçalo Bernardo Inácio,0.0,3,7.0,2,goncalo-inacio,6,0.0,,,,,,,,,,,,,,,,,,,
Abdurisag,Abdurisag,114440,Catar,3238,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_rtddYkY.png,1,2.5,Yusuf Abdulrazzaq - Youssef Abdelrisaq / Youssuf,0.0,5,3.29,2,abdurisag,7,0.0,,,,,1.0,,,,2.0,,,,,,,,,,
Homam Ahmed,H. Ahmed,114441,Catar,3238,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_90N6BMT.png,1,1.2,Homam Al Amin Mohamed Ahmed - Hommam Elamin / Humam Al-Amin,0.0,2,2.84,2,homam-ahmed,3,0.0,,,,,1.0,1.0,,,,,,,,,,,,,
Jassem Gaber,J. Gaber,114445,Catar,3238,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_vgVQqna.png,1,-1.6,Jassem Jaber Elsayed Abdulsallam - Jassim Jabir,0.0,4,1.87,2,jassem-gaber,7,0.0,,1.0,,,,2.0,,,,,,,,,,,,,
Abunada,Abunada,114448,Catar,3238,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_SjSlJcv.png,1,7.9,Mahmoud Ibrahim Mahmoud Abu Nada - Mahmud Abundi,0.0,1,5.16,2,abunada,7,0.0,,1.0,,8.0,,,,,1.0,,,,1.0,,1.0,,,,
Gonçalo Ramos,G. Ramos,114485,Portugal,2390,0.8576929261,False,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_9Kl0jxI.png,1,1.5,Gonçalo Matias Ramos,0.0,5,6.17,2,goncalo-ramos,6,0.0,,,,,1.0,,,,,,,,,,,,,,
Seidu,Seidu,114509,Gana,2375,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_u13RdWf.png,0,0.0,Alidu Seidu,0.0,3,2.0,2,seidu,6,0.0,,,,,,,,,,,,,,,,,,,
Rieder,Rieder,114550,Suíça,2320,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_sqGaC3r.png,1,0.0,Fabian Rieder,0.0,4,5.65,2,rieder,6,0.0,,,,,,,,,,,,,,,,,,,
Elia,Elia,114555,RD Congo,3184,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_GM7t6SN.png,0,0.0,Meschack Elia Lina - Meschak,0.0,4,4.0,2,elia,6,0.0,,,,,,,,,,,,,,,,,,,
Summerville,Summerville,114560,Holanda,2381,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/15/photo_FORMATO_oG9XVg0.png,2,12.35,Crysencio Jilbert Sylverio Cir Summerville,16.5,5,10.62,2,summerville,6,2.94,1.0,1.0,,,2.0,1.0,,,4.0,,2.0,,,,,,,,
Nusa,Nusa,114574,Noruega,2323,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_DmFn1tY.png,2,1.65,Antonio Eromonsele Nordby Nusa,2.3,5,5.63,2,nusa,6,-0.37,,,,,1.0,,,1.0,2.0,,,,,,,,,,
Lammens,Lammens,114575,Bélgica,2392,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/20/photo_FORMATO_GmEPysj.png,0,0.0,Senne Lammens,0.0,1,6.0,2,lammens,6,0.0,,,,,,,,,,,,,,,,,,,
Kovár,Kovár,114577,República Tcheca,2352,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_9JRehB5.png,1,3.2,Matěj Kovář - Matej,0.0,1,5.95,2,kovar,7,0.0,,,,4.0,,,,,,,,,2.0,,,,,,
Theate,Theate,114599,Bélgica,2392,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/20/photo_FORMATO_ExE4u32.png,1,6.5,Arthur Nicolas Theate,6.5,3,6.3,2,theate,6,1.3,,,,,1.0,,,,,,,,,,,,,1.0,
Joseph,Joseph,114610,Haiti,2334,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_Ljwt75A.png,2,-0.3,Lenny Alvin Pico Joseph,-0.3,5,2.56,2,joseph,6,-0.57,,,,,,2.0,,,,,,,,,,,,,
Raya,Raya,114661,Espanha,2326,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/25/photo_FORMATO_GsfZN7x.png,0,0.0,David Raya Martín,0.0,1,10.0,2,raya,6,0.0,,,,,,,,,,,,,,,,,,,
Radeljic,Radeljic,114687,Bósnia,2865,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/11/photo_FORMATO_FYTAR49.png,0,0.0,Stjepan Radeljić,0.0,3,5.0,2,radeljic,7,0.0,,,,,,,,,,,,,,,,,,,
Halhal,Halhal,114719,Marrocos,2332,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_s2DVsqk.png,0,0.0,Redouane Halal,0.0,3,3.0,2,halhal,6,0.0,,,,,,,,,,,,,,,,,,,
Sulemana,Sulemana,114751,Gana,2375,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_WPlHPJm.png,0,0.0,Kamaldeen Sulemana - Kamal Deen,0.0,5,5.0,2,sulemana,6,0.0,,,,,,,,,,,,,,,,,,,
Joan García,J. García,114768,Espanha,2326,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/25/photo_FORMATO_QdOQOSH.png,0,0.0,Joan García Pons,0.0,1,6.0,2,joan-garcia,6,0.0,,,,,,,,,,,,,,,,,,,
Muntari,Muntari,114789,Catar,3238,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/14/photo_FORMATO_4A3jcBk.png,0,0.0,Mohammed Muntari - Mohamed,0.0,5,3.0,2,muntari,6,0.0,,,,,,,,,,,,,,,,,,,
Ounahi,Ounahi,114808,Marrocos,2332,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_x6GBLZX.png,2,0.25,Azzedine Ounahi - Azz-Eddine,0.5,4,4.21,2,ounahi,7,-0.63,,,,,,,,,1.0,,,,,,,,,,
Gudmundsson,Gudmundsson,114820,Suécia,2368,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/14/photo_FORMATO_ZH6eEFN.png,2,0.8,Gabriel Johan Gudmundsson,-0.8,2,4.53,2,gudmundsson,7,-1.15,,1.0,,,1.0,3.0,,,4.0,,,,,,,,,,
Onana,Onana,114821,Bélgica,2392,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/20/photo_FORMATO_s9vcb0u.png,1,4.2,Amadou Zeund Georges Ba Mvom Onana,0.0,4,6.3,2,onana,6,0.0,,,,,2.0,1.0,,,3.0,,,,,,,,,,
Dieng,Dieng,114901,Senegal,2347,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/21/photo_220x220_Os3bI27.png,1,0.0,Cheikh Ahmadou Bamba Mbacké Dieng,0.0,5,5.65,2,dieng,6,0.0,,,,,,,,,,,,,,,,,,,
Ciss,Ciss,114922,Senegal,2347,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/21/photo_FORMATO_shLjef6.png,2,1.35,Pathé Ismaël Ciss - Ismaila,1.2,4,3.44,2,ciss,6,-0.31,,,,,2.0,1.0,,,,,,,,,,,,,
Thorstvedt,Thorstvedt,115091,Noruega,2323,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/21/photo_FORMATO_ERWww0k.png,1,1.6,Kristian Thorstvedt,0.0,4,3.78,2,thorstvedt,7,0.0,,,,,,,,2.0,,,,,,,,,,,
Pedersen,Pedersen,115094,Noruega,2323,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_10lAjyc.png,1,9.7,Marcus Holmgren Pedersen,9.7,2,5.79,2,pedersen,7,2.79,,,,,1.0,1.0,,,1.0,,1.0,,,,,,,,
Aursnes,Aursnes,115096,Noruega,2323,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_qoNtDGW.png,2,0.15,Fredrik Aursnes,0.3,4,4.15,2,aursnes,6,-0.69,,,,,1.0,4.0,,,,,,,,,,,,,
Akliouche,Akliouche,115261,França,2385,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/14/photo_FORMATO_VCtSvSP.png,1,0.0,Maghnes Akliouche,0.0,4,7.29,2,akliouche,6,-1.71,,,,,,,,,,,,,,,,,,,
Iqbal,Iqbal,115264,Iraque,2342,0.0,True,https://s.sde.globo.com/media/person_role/2026/06/02/photo_FORMATO_IwLHglA.png,2,0.85,Zidane Aamar Iqbal,1.7,4,3.16,2,iqbal,7,-0.07,,,,,1.0,1.0,,,1.0,,,,,,,,,,
Quansah,Quansah,115424,Inglaterra,2370,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_hQhOptb.png,0,0.0,Jarell Amorin Quansah,0.0,3,5.0,2,quansah,6,0.0,,,,,,,,,,,,,,,,,,,
Endrick,Endrick,115959,Brasil,2318,0.8669352203,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/22/photo_FORMATO_eLAtyoU.png,1,-0.4,Endrick Felipe Moreira de Sousa Pessoa,-0.4,5,10.39,2,endrick,6,-2.61,,,,,,1.0,,,,,,,,1.0,,,,,
Nasser Al-Dawsari,N. Al-Dawsari,116269,Arábia Saudita,2344,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/01/photo_FORMATO_RQLQR8b.png,2,1.3,Nasser Essa Shafi Al-Shardan Al-Dawsari - Aldawsari,3.5,4,4.74,2,nasser-al-dawsari,7,0.21,,,,,2.0,3.0,,,1.0,,,,,,,,,,
Al-Juwayr,Al-Juwayr,116275,Arábia Saudita,2344,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/01/photo_FORMATO_uveChwW.png,2,0.75,Musab Fahz Aljuwayr - Fahad Al Juwayr,1.8,4,5.14,2,al-juwayr,6,-0.41,,,,,1.0,1.0,,,1.0,,,,,2.0,,,,,
Wanner,Wanner,116533,Áustria,2391,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_q1bNpV9.png,2,2.2,Paul Wanner,2.9,4,4.57,2,wanner,6,0.01,,,,,3.0,2.0,,,1.0,,,,,,,,,,
