atleta_id,apelido,posicao_id,clube_id,pontuacao,entrou_em_campo,DS,FS,FC,FF,FD,G,CA,SG,DE,GS,A,I,V,FT,GC,CV,PP,PS,PC,clube_nome
133988,Randall,5,2340,0.0,True,,,,,,,,,,,,,,,,,,,,Nova Zelândia
133990,Bindon,3,2340,0.9,True,,,1.0,,1.0,,,,,,,,,,,,,,,Nova Zelândia
134316,Fayzullaev,4,3061,5.9,True,3.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,Uzbequistão
134318,Nematov,1,3061,-4.1,True,,,,,,,,,3.0,5.0,,,,,1.0,,,,,Uzbequistão
134369,Abdelmaguid,3,2324,0.0,True,,,,,,,,,,,,,,,,,,,,Egito
134547,Bergvall,4,2368,-0.8,True,,1.0,1.0,,,,1.0,,,,,,,,,,,,,Suécia
134625,Irankunda,5,2333,-0.1,True,,1.0,2.0,,,,,,,,,,,,,,,,,Austrália
137111,Burgess,3,2333,-1.5,True,1.0,,,,,,,,,,,,,,1.0,,,,,Austrália
138239,Fernández-Pardo,5,2392,0.8,True,,,,1.0,,,,,,,,,,,,,,,,Bélgica
138531,Mbaye,5,2347,0.5,True,,1.0,,,,,,,,,,,,,,,,,,Senegal
138584,Hadj Moussa,5,2338,0.8,True,,,,1.0,,,,,,,,,,,,,,,,Argélia
138949,Brown,2,2384,5.7,True,3.0,,,,1.0,,,,,,,,,,,,,,,Alemanha
139016,Shukurov,4,3061,5.3,True,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,Uzbequistão
139069,Gül,5,2328,1.4,True,,,2.0,1.0,1.0,,,,,,,,,,,,,,,Turquia
139653,Abu Al-Shamat,2,2344,3.5,True,2.0,1.0,,,,,,,,,,,,,,,,,,Arábia Saudita
140177,Heggem,3,2323,0.0,True,,,,,,,,,,,,,,,,,,,,Noruega
140562,Miroslav Koubek,6,2352,0.0,False,,,,,,,,,,,,,,,,,,,,República Tcheca
140573,Adu,5,2375,-0.3,True,,,1.0,,,,,,,,,,,,,,,,,Gana
141669,Raskin,4,2392,2.7,True,2.0,,1.0,,,,,,,,,,,,,,,,,Bélgica
141738,Fabio Cannavaro,6,3061,2.73,True,,,,,,,,,,,,,,,,,,,,Uzbequistão
142479,Hardani,2,2336,7.0,True,1.0,1.0,,,,,,1.0,,,,,,,,,,,,Irã
142781,Maidana,2,2354,5.0,True,,,,,,,,1.0,,,,,,,,,,,,Paraguai
142978,Gill,1,2354,12.8,True,,,,,,,,1.0,6.0,,,,,,,,,,,Paraguai
143294,Yan Diomandé,5,2350,4.0,True,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,Costa do Marfim
144236,Tony Popovic,6,2333,2.12,True,,,,,,,,,,,,,,,,,,,,Austrália
145887,Maza,4,2338,9.0,True,3.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,Argélia
145894,Bonny,5,2350,0.9,True,,,1.0,,1.0,,,,,,,,,,,,,,,Costa do Marfim
145988,Junnosuke Suzuki,3,2369,6.5,True,1.0,,,,,,,1.0,,,,,,,,,,,,Japão
146228,Zico,5,2324,15.2,True,1.0,1.0,2.0,1.0,,1.0,,,,,1.0,,,,,,,,,Egito
146387,Touré,5,2333,2.4,True,1.0,,1.0,,1.0,,,,,,,,,,,,,,,Austrália
146388,Amir Ghalenoei,6,2336,7.2,True,,,,,,,,,,,,,,,,,,,,Irã
146390,Mohebi,5,2336,2.0,True,1.0,1.0,,,,,,,,,,,,,,,,,,Irã
146396,Hosseinzadeh,5,2336,0.0,True,,,,,,,,,,,,,,,,,,,,Irã
146459,Chaouat,5,2337,1.0,True,,2.0,,,,,,,,,,,,,,,,,,Tunísia
146461,Saad,5,2337,0.2,True,,1.0,1.0,,,,,,,,,,,,,,,,,Tunísia
146851,Pape Thiaw,6,2347,5.56,True,,,,,,,,,,,,,,,,,,,,Senegal
146870,Tounekti,5,2337,0.0,True,,,,,,,,,,,,,,,,,,,,Tunísia
147834,Zeneli,4,2368,1.2,True,,,,,1.0,,,,,,,,,,,,,,,Suécia
147891,Sidny Cabral,2,3201,4.3,True,1.0,5.0,1.0,2.0,,,1.0,,,,,,,,,,,,,Cabo Verde
147965,Amaimouni,5,2332,0.5,True,,,1.0,1.0,,,,,,,,,,,,,,,,Marrocos
149616,Stroud,2,2368,0.0,True,,,,,,,,,,,,,,,,,,,,Suécia
149618,Taha Ali,5,2368,0.0,True,,,,,,,,,,,,,,,,,,,,Suécia
149842,Sher,4,2342,0.0,True,,,,,,,,,,,,,,,,,,,,Iraque
149846,Zaid Ismail,4,2342,3.0,True,2.0,,,,,,,,,,,,,,,,,,,Iraque
149847,Farji,5,2342,0.5,True,,1.0,,,,,,,,,,,,,,,,,,Iraque
149870,Opoku,3,2375,6.2,True,,3.0,1.0,,,,,1.0,,,,,,,,,,,,Gana
149871,Adjetey,3,2375,4.7,True,,,1.0,,,,,1.0,,,,,,,,,,,,Gana
149873,Peprah Oppong,3,2375,5.0,True,,,,,,,,1.0,,,,,,,,,,,,Gana
149874,Asare,1,2375,8.9,True,,,,,,,,1.0,3.0,,,,,,,,,,,Gana
149875,Yirenkyi,2,2375,6.6,True,1.0,2.0,3.0,,,,,1.0,,,,,,,,,,,,Gana
150853,Sébastien Migné,6,2334,2.63,True,,,,,,,,,,,,,,,,,,,,Haiti
150854,Expérience,2,2334,4.8,True,3.0,3.0,4.0,,,,,,,,,,,,,,,,,Haiti
150856,Deedson,5,2334,1.4,True,1.0,,,,,,,,,,,1.0,,,,,,,,Haiti
150866,Comenencia,4,3221,1.1,True,1.0,,2.0,,1.0,,1.0,,,,,,,,,,,,,Curaçao
150875,Jamal Sellami,6,3231,5.35,True,,,,,,,,,,,,,,,,,,,,Jordânia
150878,Margaritha,5,3221,1.5,True,1.0,,,,,,,,,,,,,,,,,,,Curaçao
150879,Kastaneer,5,3221,-1.3,True,,,1.0,,,,1.0,,,,,,,,,,,,,Curaçao
150885,Mohamed Ouahbi,6,2332,6.88,True,,,,,,,,,,,,,1.0,,,,,,,Marrocos
150891,Bernhardsson,5,2368,2.0,True,1.0,1.0,,,,,,,,,,,,,,,,,,Suécia
150905,Goto,5,2369,0.5,True,,1.0,,,,,,,,,,,,,,,,,,Japão
150907,Ngoy,3,2392,3.7,True,1.0,,2.0,1.0,,,,1.0,,,,,,,,1.0,,,,Bélgica
150909,Inao Oulaï,4,2350,7.0,True,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,Costa do Marfim
150912,Simon,4,2334,3.9,True,2.0,,1.0,,1.0,,,,,,,,,,,,,,,Haiti
150925,Hélio Varela,5,3201,8.0,True,,,,,,1.0,,,,,,,,,,,,,,Cabo Verde
150927,Yannick Semedo,4,3201,0.2,True,,1.0,1.0,,,,,,,,,,,,,,,,,Cabo Verde
150929,Fonville,3,3221,8.5,True,2.0,1.0,,,,,,1.0,,,,,,,,,,,,Curaçao
150942,Abdelkarim,5,2324,-0.3,True,,,1.0,,,,,,,,,,,,,,,,,Egito
150950,Qasem,4,2342,2.0,True,1.0,1.0,,,,,,,,,,,,,,,,,,Iraque
150963,Mozgovoy,4,3061,0.0,True,,,,,,,,,,,,,,,,,,,,Uzbequistão
150964,Alizhonov,2,3061,1.7,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,,Uzbequistão
150965,Sergeev,5,3061,-0.1,True,,,,,,,,,,,,1.0,,,,,,,,Uzbequistão
150966,Nasrullaev,2,3061,1.2,True,,,,,1.0,,,,,,,,,,,,,,,Uzbequistão
150969,Esanov,4,3061,0.0,True,,,,,,,,,,,,,,,,,,,,Uzbequistão
150970,Karimov,2,3061,8.0,True,5.0,4.0,5.0,,,,,,,,,,,,,,,,,Uzbequistão
150972,Abdullaev,3,3061,4.4,True,3.0,1.0,2.0,,,,,,,,,,,,,,,,,Uzbequistão
151023,Belaïd,3,2338,0.0,True,,,,,,,,,,,,,,,,,,,,Argélia
151027,Belghali,2,2338,-0.3,True,,,1.0,,,,,,,,,,,,,,,,,Argélia
151028,Benbouali,5,2338,10.7,True,1.0,,,,1.0,1.0,,,,,,,,,,,,,,Argélia
151033,Italiano,2,2333,2.0,True,2.0,,,,,,1.0,,,,,,,,,,,,,Austrália
151034,Velupillay,5,2333,1.2,True,1.0,,1.0,,,,,,,,,,,,,,,,,Austrália
151037,Geria,3,2333,0.9,True,1.0,,2.0,,,,,,,,,,,,,,,,,Austrália
151038,Okon-Engstler,4,2333,1.9,True,1.0,2.0,2.0,,,,,,,,,,,,,,,,,Austrália
151039,Beach,1,2333,-0.7,True,,,,,,,,,1.0,2.0,,,,,,,,,,Austrália
151062,Odeh Fakhoury,5,3231,-0.3,True,,,1.0,,,,,,,,,,,,,,,,,Jordânia
151063,Azaizeh,5,3231,-0.3,True,,,1.0,,,,,,,,,,,,,,,,,Jordânia
151065,Abu Dahab,3,3231,2.2,True,2.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,Jordânia
